Dataset,CNN,Margin,Cross Entropy,Ordinal
Complete Dataset,105.57452392578125,16.057580947875977,18.220287322998047,22.500347137451172
No bias Dataset,140.14306640625,31.281461715698242,23.08663558959961,15.367671966552734
Training Dataset 0,593.4879150390625,25.58746910095215,15.065834999084473,43.60060501098633
Training Dataset 1,97.57324981689453,26.936113357543945,18.67593765258789,48.21215057373047
Training Dataset 2,81.08920288085938,14.704375267028809,42.07822036743164,16.1357364654541
Training Dataset 3,124.37259674072266,27.281169891357422,16.453344345092773,23.271465301513672
Training Dataset 4,71.23785400390625,10.035823822021484,7.9303364753723145,10.163954734802246
Training Dataset 5,315.8963317871094,8.485455513000488,7.086876392364502,7.886486530303955
Training Dataset 6,78.68386840820312,11.70826244354248,13.082741737365723,23.359113693237305
Training Dataset 7,350.69775390625,40.7191276550293,40.929561614990234,12.884357452392578
Training Dataset 8,56.04808044433594,26.22638702392578,19.19980812072754,22.928546905517578
Training Dataset 9,132.49534606933594,15.407665252685547,27.610698699951172,25.701921463012695
